"COD_MUN","MUNICIPIO","Ano","Populacao","Sexo","Faixa_Etaria","Macro","GRS","RS"
"250053","ALCANTIL","2017","5455","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2018","1280","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2018","1204","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2018","2484","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2018","5473","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2019","1305","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2019","1224","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2019","2529","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2019","5492","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2020","1329","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2020","1245","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2020","2574","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2020","5509","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2021","1356","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2021","1277","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2021","2633","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2021","5527","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2022","","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2022","","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2022","","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2022","","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2023","","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2023","","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2023","","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250053","ALCANTIL","2023","","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","15ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2014","495","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2014","523","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2014","1018","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2014","2512","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2015","506","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2015","532","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2015","1038","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2015","2524","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2016","514","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2016","544","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2016","1058","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2016","2534","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2017","522","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2017","556","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2017","1078","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2017","2545","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2018","532","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2018","570","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2018","1102","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2018","2556","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2019","540","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2019","582","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2019","1122","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2019","2567","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2020","548","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2020","593","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2020","1141","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2020","2577","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2021","556","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2021","607","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2021","1163","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2021","2588","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2022","","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2022","","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2022","","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2022","","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2023","","Feminino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2023","","Masculino","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2023","","Total","30 a 69 anos","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250057","ALGODAO DE JANDAIRA","2023","","Total","População Total","2ª Macro","3 ª GRS - Campina Grande","3ª Região de Saúde"
"250060","ALHANDRA","2014","3987","Feminino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2014","3675","Masculino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2014","7662","Total","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2014","18871","Total","População Total","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2015","4086","Feminino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2015","3741","Masculino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2015","7827","Total","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2015","19020","Total","População Total","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2016","4183","Feminino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2016","3794","Masculino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2016","7977","Total","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2016","19160","Total","População Total","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2017","4277","Feminino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2017","3847","Masculino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2017","8124","Total","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2017","19298","Total","População Total","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2018","4369","Feminino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2018","3896","Masculino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2018","8265","Total","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2018","19444","Total","População Total","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2019","4458","Feminino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2019","3941","Masculino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2019","8399","Total","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2019","19588","Total","População Total","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2020","4545","Feminino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2020","3988","Masculino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2020","8533","Total","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2020","19727","Total","População Total","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2021","4629","Feminino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2021","4049","Masculino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2021","8678","Total","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2021","19865","Total","População Total","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2022","5308","Feminino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2022","4788","Masculino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2022","10096","Total","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2022","21730","Total","População Total","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2023","5308","Feminino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2023","4788","Masculino","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2023","10096","Total","30 a 69 anos","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250060","ALHANDRA","2023","21730","Total","População Total","1ª Macro","1ª GRS - João Pessoa","1ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2014","4473","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2014","4153","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2014","8626","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2014","18072","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2015","4543","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2015","4205","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2015","8748","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2015","18063","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2016","4600","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2016","4267","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2016","8867","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2016","18056","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2017","4660","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2017","4327","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2017","8987","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2017","18050","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2018","4711","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2018","4384","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2018","9095","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2018","18043","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2019","4757","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2019","4442","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2019","9199","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2019","18034","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2020","4802","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2020","4500","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2020","9302","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2020","18026","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2021","4850","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2021","4556","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2021","9406","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2021","18020","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2022","","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2022","","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2022","","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2022","","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2023","","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2023","","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250070","SAO JOAO DO RIO DO PEIXE","2023","","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
